Rank,Stock,Ticker,Type,Quantity,Market Value,% Portfolio,Previous % Portfolio,Change,% Change,Change Type,% Ownership,Sector,Source Type,Source Date,Avg Price
9004,ALPHA AND OMEGA SEMICONDUCTOR LTD,AOSL,CALL,20800.0,680000.0,0.000166545,N/A,20800.0,N/A,NEW,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
9005,ADVISORSHARES PURE CANNABIS ETF,YOLO,N/A,28750.0,680000.0,0.000166545,0.0001,3246.0,12.727415,ADDITION,NO DATA,FINANCE,13F,03/31/2021,15.4255
9006,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO-SABESP ADS ADR,SBS,CALL,92600.0,679000.0,0.0001663,0.0,80700.0,678.151261,ADDITION,N/A,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2021,N/A
9007,ELEMENT SOLUTIONS INC,ESI,CALL,37100.0,679000.0,0.0001663,0.0003,-36300.0,-49.455041,REDUCTION,N/A,MATERIALS,13F,03/31/2021,N/A
9008,SYROS PHARMACEUTICALS INC,SYRS,PUT,90800.0,679000.0,0.0001663,0.0002,13400.0,17.312661,ADDITION,N/A,HEALTH CARE,13F,03/31/2021,N/A
9009,FIRST TRUST MUNICIPAL HIGH INCOME ETF,FMHI,N/A,12452.0,679000.0,0.0001663,N/A,12452.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,54.54
9010,MESA AIR GROUP INC,MESA,N/A,50448.0,679000.0,0.0001663,N/A,50448.0,N/A,NEW,0.1418342,TRANSPORTS,13F,03/31/2021,13.45
9011,GRUPO FINANCIERO GALICIA S.A. ADR,GGAL,CALL,89100.0,678000.0,0.000166055,0.0003,-38400.0,-30.117647,REDUCTION,N/A,FINANCE,13F,03/31/2021,N/A
9012,IDT CORP. CLASS B,IDT,N/A,29841.0,676000.0,0.000165565,0.0001,10868.0,57.2814,ADDITION,0.1235600,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2021,16.1112
9013,INSTALLED BUILDING PRODUCTS INC,IBP,PUT,6100.0,676000.0,0.000165565,0.0001,2100.0,52.5,ADDITION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
9014,GLOBAL X VIDEO GAMES & ESPORTS ETF,HERO,PUT,21500.0,676000.0,0.000165565,N/A,21500.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,N/A
9015,TREND AGGREGATION DIVIDEND STOCK ETF-TREND AGGREGATION DIVIDEND STOCK ETF,TADS,N/A,24246.0,676000.0,0.000165565,N/A,24246.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,27.872
9016,API GROUP CORP,APG,CALL,32700.0,676000.0,0.000165565,0.0002,-9200.0,-21.957041,REDUCTION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
9017,QUOTIENT TECHNOLOGY INC,QUOT,CALL,41300.0,675000.0,0.000165321,N/A,41300.0,N/A,NEW,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
9018,FIDELITY VALUE FACTOR ETF,FVAL,N/A,15076.0,675000.0,0.000165321,0.0004,-23154.0,-60.565001,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,40.61
9019,REVOLUTION ACCELERATION ACQUISITION EQUI,RAACW,N/A,337353.0,675000.0,0.000165321,N/A,337353.0,N/A,NEW,NO DATA, ,13F,03/31/2021,1.98
9020,MOVADO GROUP INC,MOV,CALL,23700.0,674000.0,0.000165076,0.0001,6700.0,39.411765,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
9021,AXIS CAPITAL HOLDINGS LTD,AXS,CALL,13600.0,674000.0,0.000165076,0.0002,2100.0,18.26087,ADDITION,N/A,FINANCE,13F,03/31/2021,N/A
9022,HARBORONE BANCORP INC,HONE,N/A,50064.0,674000.0,0.000165076,0.0001,7695.0,18.161864,ADDITION,0.0884177,FINANCE,13F,03/31/2021,9.6447
9023,GLOBAL X S&P 500 QUALITY DIVIDEND ETF,QDIV,N/A,22740.0,674000.0,0.000165076,0.0002,-10451.0,-31.487451,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,22.15
9024,VIR BIOTECHNOLOGY  INC.,VIR,N/A,13145.0,674000.0,0.000165076,0.0002,-11341.0,-46.316262,REDUCTION,0.0102826,HEALTH CARE,13F,03/31/2021,40.97
9025,TTM TECHNOLOGIES INC,TTMI,PUT,46400.0,673000.0,0.000164831,0.0003,-32100.0,-40.89172,REDUCTION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
9026,E.L.F. BEAUTY INC,ELF,PUT,25100.0,673000.0,0.000164831,0.0001,8300.0,49.404762,ADDITION,N/A,CONSUMER STAPLES,13F,03/31/2021,N/A
9027,CONDUENT INC,CNDT,CALL,101000.0,673000.0,0.000164831,0.0002,-24000.0,-19.2,REDUCTION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
9028,ISHARES EDGE MSCI MULTIFACTOR USA MID-CAP ETF,MIDF,N/A,19272.0,673000.0,0.000164831,0.0003,-18365.0,-48.795069,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,29.63
9029,RAPT THERAPEUTICS  INC.,RAPT,CALL,30300.0,673000.0,0.000164831,0.0001,7300.0,31.73913,ADDITION,N/A,HEALTH CARE,13F,03/31/2021,N/A
9030,BIOSIG TECHNOLOGIES INC,BSGM,CALL,155900.0,672000.0,0.000164586,0.0001,31000.0,24.819856,ADDITION,N/A, ,13F,03/31/2021,N/A
9031,NATUS MEDICAL,NTUS,N/A,26201.0,671000.0,0.000164341,0.0001,5452.0,26.275965,ADDITION,0.0773482,HEALTH CARE,13F,03/31/2021,18.8945
9032,NEWS INC. CLASS B,NWS,N/A,28617.0,671000.0,0.000164341,N/A,28617.0,N/A,NEW,0.0143350,COMMUNICATIONS,13F,03/31/2021,23.46
9033,ISHARES GLOBAL HIGH YIELD CORPORATE BOND FUND,GHYG,N/A,13374.0,671000.0,0.000164341,N/A,13374.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,50.19
9034,AMERICAN CENTURY STOXX US QUALITY GROWTH ETF,QGRO,N/A,10440.0,671000.0,0.000164341,0.0003,-7371.0,-41.384538,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,51.01
9035,INTERFACE INC,TILE,N/A,53666.0,670000.0,0.000164096,0.0002,-34199.0,-38.92221,REDUCTION,0.0915147,CONSUMER DISCRETIONARY,13F,03/31/2021,14.13
9036,BENTLEY SYSTEMS  INC. CLASS B,BSY,N/A,14277.0,670000.0,0.000164096,0.0009,-73067.0,-83.654286,REDUCTION,0.0054572,INFORMATION TECHNOLOGY,13F,03/31/2021,32.62
9037,OLYMPIC STEEL INC,ZEUS,CALL,22700.0,669000.0,0.000163851,N/A,22700.0,N/A,NEW,N/A,MATERIALS,13F,03/31/2021,N/A
9038,FULLER (H.B.) CO.,FUL,N/A,10624.0,669000.0,0.000163851,0.0013,-85685.0,-88.96884,REDUCTION,0.0203340,MATERIALS,13F,03/31/2021,49.05
9039,ING GROEP NV ADS ADR,ING,N/A,54668.0,669000.0,0.000163851,0.0004,-119619.0,-68.633346,REDUCTION,0.0014019,FINANCE,13F,03/31/2021,9.88
9040,ESSENTIAL UTILITIES INC,WTRG,PUT,14900.0,667000.0,0.000163361,0.0001,5300.0,55.208333,ADDITION,N/A,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2021,N/A
9041,BRANDYWINE REALTY TRUST,BDN,PUT,51700.0,667000.0,0.000163361,0.0001,33400.0,182.513661,ADDITION,N/A,REAL ESTATE,13F,03/31/2021,N/A
9042,SCHWAB U.S. BROAD MARKET ETF,SCHB,PUT,6900.0,667000.0,0.000163361,N/A,6900.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,N/A
9043,22ND CENTURY GROUP INC,XXII,PUT,202800.0,667000.0,0.000163361,0.0001,87800.0,76.347826,ADDITION,N/A,CONSUMER STAPLES,13F,03/31/2021,N/A
9044,UNITED STATES COPPER INDEX FUND ETV,CPER,PUT,27100.0,667000.0,0.000163361,N/A,27100.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,N/A
9045,SIGNIFY HEALTH  INC.,SGFY,CALL,22800.0,667000.0,0.000163361,N/A,22800.0,N/A,NEW,NO DATA,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
9046,SPDR PORTFOLIO S&P 600 SM CAP ETF,SPSM,N/A,15761.0,666000.0,0.000163116,0.0001,3774.0,31.484108,ADDITION,NO DATA,FINANCE,13F,03/31/2021,37.3493
9047,EVOLUS INC,EOLS,PUT,51300.0,666000.0,0.000163116,0.0001,-25600.0,-33.289987,REDUCTION,N/A,HEALTH CARE,13F,03/31/2021,N/A
9048,OFFICE DEPOT INC,ODP,N/A,15361.0,665000.0,0.000162871,N/A,15361.0,N/A,NEW,0.0291621,CONSUMER DISCRETIONARY,13F,03/31/2021,43.29
9049,SOHUCOM LTD ADS,SOHU,PUT,42300.0,665000.0,0.000162871,0.0004,-55200.0,-56.615385,REDUCTION,N/A,COMMUNICATIONS,13F,03/31/2021,N/A
9050,OCWEN FINANCIAL CORP,OCN,CALL,23400.0,665000.0,0.000162871,0.0003,-13612.0,-36.777261,REDUCTION,N/A,FINANCE,13F,03/31/2021,N/A
9051,PAYLOCITY HOLDING CORP,PCTY,PUT,3700.0,665000.0,0.000162871,0.0002,-600.0,-13.953488,REDUCTION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
9052,PBF LOGISTICS LP,PBFX,CALL,45200.0,665000.0,0.000162871,0.0001,6200.0,15.897436,ADDITION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
9053,ADVENT TECHNOLOGIES HOLDINGS INC,ADN,CALL,49700.0,665000.0,0.000162871,N/A,49700.0,N/A,NEW,N/A,FINANCE,13F,03/31/2021,N/A
9054,SEER  INC.,SEER,CALL,13300.0,665000.0,0.000162871,N/A,13300.0,N/A,NEW,N/A,HEALTH CARE,13F,03/31/2021,N/A
9055,CARDTRONICS PLC,CATM,N/A,17112.0,664000.0,0.000162626,0.0107,-1147757.0,-98.530994,REDUCTION,0.0378878,FINANCE,13F,03/31/2021,34.04
9056,CHINA LIFE INSURANCE CO. LTD. ADS ADR,LFC,PUT,63800.0,664000.0,0.000162626,0.0001,45500.0,248.63388,ADDITION,N/A,FINANCE,13F,03/31/2021,N/A
9057,DISTILLATE US FUNDAMENTAL STABILITY & VALUE ETF,DSTL,N/A,16791.0,664000.0,0.000162626,N/A,16791.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,39.56
9058,NATIXIS VAUGHAN NELSON SELECT ETF,VNSE,N/A,22203.0,664000.0,0.000162626,N/A,22203.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,29.901
9059,SIGNIFY HEALTH  INC.,SGFY,N/A,22693.0,664000.0,0.000162626,N/A,22693.0,N/A,NEW,NO DATA,INFORMATION TECHNOLOGY,13F,03/31/2021,29.26
9060,METHODE ELECTRONICS INC,MEI,PUT,15800.0,663000.0,0.000162382,0.0001,7700.0,95.061728,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
9061,HERSHA HOSPITALITY TRUST,HT,PUT,62800.0,663000.0,0.000162382,0.0001,29000.0,85.798817,ADDITION,N/A,REAL ESTATE,13F,03/31/2021,N/A
9062,LOOP INDUSTRIES INC,LOOP,PUT,82800.0,663000.0,0.000162382,0.0002,-5300.0,-6.015891,REDUCTION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
9063,CELLECTIS S.A. ADR,CLLS,PUT,32800.0,663000.0,0.000162382,N/A,32800.0,N/A,NEW,N/A,HEALTH CARE,13F,03/31/2021,N/A
9064,CAPSTAR FINANCIAL HOLDINGS INC,CSTR,N/A,38443.0,663000.0,0.000162382,N/A,38443.0,N/A,NEW,0.1740784,FINANCE,13F,03/31/2021,17.25
9065,DUKE REALTY CORP.,DRE,PUT,15800.0,662000.0,0.000162137,0.0002,-500.0,-3.067485,REDUCTION,N/A,REAL ESTATE,13F,03/31/2021,N/A
9066,AXOS FINANCIAL INC,AX,N/A,14076.0,662000.0,0.000162137,0.0002,-4169.0,-22.850096,REDUCTION,0.0238255,FINANCE,13F,03/31/2021,28.74
9067,FOCUS FINANCIAL PARTNERS INC,FOCS,CALL,15900.0,662000.0,0.000162137,0.0003,-6800.0,-29.955947,REDUCTION,N/A,FINANCE,13F,03/31/2021,N/A
9068,INTERFACE INC,TILE,CALL,53000.0,661000.0,0.000161892,0.0001,30200.0,132.45614,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
9069,FRANKLIN LIBERTYQ EMERGING MARKETS ETF,FLQE,N/A,21426.0,661000.0,0.000161892,0.0001,1801.0,9.17707,ADDITION,NO DATA,FINANCE,13F,03/31/2021,27.7439
9070,ISHARES MSCI USA SMALL-CAP ESG OPTIMIZED ETF,ESML,N/A,17160.0,661000.0,0.000161892,0.0001,1217.0,7.633444,ADDITION,NO DATA,FINANCE,13F,03/31/2021,26.0253
9071,VIRTUS REAL ASSET INCOME ETF,VRAI,N/A,26542.0,661000.0,0.000161892,N/A,26542.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,24.887
9072,ATEA PHARMACEUTICALS  INC.,AVIR,PUT,10700.0,661000.0,0.000161892,N/A,10700.0,N/A,NEW,N/A, ,13F,03/31/2021,N/A
9073,NAVIOS MARITIME HOLDINGS INC,NM,PUT,75300.0,660000.0,0.000161647,0.0,64100.0,572.321429,ADDITION,N/A,TRANSPORTS,13F,03/31/2021,N/A
9074,UNITED STATES 12-MONTH OIL FUND LP,USL,CALL,31500.0,660000.0,0.000161647,0.0002,-5000.0,-13.69863,REDUCTION,NO DATA,ENERGY,13F,03/31/2021,N/A
9075,SPDR RUSSELL 1000 LOW VOLATILITY FOCUS ETF,ONEV,N/A,6645.0,660000.0,0.000161647,0.0002,-936.0,-12.346656,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,89.78
9076,FIRST TRUST INDXX GLOBAL NATURAL RESOURCES INCOME ETF,FTRI,N/A,49428.0,659000.0,0.000161402,N/A,49428.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,13.33
9077,PARTY CITY HOLDCO INC,PRTY,N/A,113607.0,659000.0,0.000161402,0.0,94472.0,493.713091,ADDITION,0.1025953,CONSUMER DISCRETIONARY,13F,03/31/2021,5.859
9078,JELD-WEN HOLDING INC,JELD,PUT,23800.0,659000.0,0.000161402,0.0002,200.0,0.847458,ADDITION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
9079,INVESCO DB COMMODITY INDEX TRACKING FUND,DBC,CALL,39600.0,658000.0,0.000161157,0.0,27200.0,219.354839,ADDITION,NO DATA,MATERIALS,13F,03/31/2021,N/A
9080,ECOPETROL S.A. ADR,EC,PUT,51300.0,658000.0,0.000161157,0.0002,-19900.0,-27.949438,REDUCTION,N/A,ENERGY,13F,03/31/2021,N/A
9081,NUSHARES ESG LARGE-CAP VALUE ETF,NULV,N/A,18178.0,658000.0,0.000161157,0.0001,8588.0,89.551616,ADDITION,NO DATA,FINANCE,13F,03/31/2021,34.4802
9082,XERIS PHARMACEUTICALS INC,XERS,CALL,145900.0,658000.0,0.000161157,0.0003,-89600.0,-38.046709,REDUCTION,N/A,HEALTH CARE,13F,03/31/2021,N/A
9083,PPD  INC.,PPD,PUT,17400.0,658000.0,0.000161157,0.0001,7200.0,70.588235,ADDITION,N/A,HEALTH CARE,13F,03/31/2021,N/A
9084,CANON INC. ADR,CAJ,N/A,28869.0,657000.0,0.000160912,0.0003,-39502.0,-57.775958,REDUCTION,0.0021645,INFORMATION TECHNOLOGY,13F,03/31/2021,18.61
9085,MEDNAX INC,MD,CALL,25800.0,657000.0,0.000160912,0.0001,6200.0,31.632653,ADDITION,N/A,HEALTH CARE,13F,03/31/2021,N/A
9086,SHARPS COMPLIANCE CORP,SMED,CALL,45700.0,657000.0,0.000160912,0.0001,9200.0,25.205479,ADDITION,N/A,HEALTH CARE,13F,03/31/2021,N/A
9087,HEAT BIOLOGICS INC,HTBX,CALL,90300.0,657000.0,0.000160912,N/A,90300.0,N/A,NEW,N/A,HEALTH CARE,13F,03/31/2021,N/A
9088,U.S. GLOBAL JETS ETF,JETS,N/A,24431.0,657000.0,0.000160912,0.004,-658781.0,-96.424097,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,18.7
9089,DIGINEX LTD,EQOS,CALL,59900.0,657000.0,0.000160912,N/A,59900.0,N/A,NEW,N/A,FINANCE,13F,03/31/2021,N/A
9090,AMERICAN OUTDOOR BRANDS  INC.,AOUT,CALL,26075.0,657000.0,0.000160912,0.0004,-61325.0,-70.165904,REDUCTION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
9091,INVESCO DWA INDUSTRIALS MOMENTUM ETF,PRN,N/A,6409.0,656000.0,0.000160667,0.0002,49.0,0.77044,ADDITION,NO DATA,INDUSTRIALS,13F,03/31/2021,73.5412
9092,EQUITY COMMONWEALTH INC.,EQC,PUT,23600.0,656000.0,0.000160667,0.0002,-11400.0,-32.571429,REDUCTION,N/A,REAL ESTATE,13F,03/31/2021,N/A
9093,NEW GOLD INC. ADR,NGD,PUT,425500.0,655000.0,0.000160422,0.0001,235100.0,123.476891,ADDITION,N/A,MATERIALS,13F,03/31/2021,N/A
9094,GENWORTH FINANCIAL INC,GNW,PUT,196900.0,654000.0,0.000160177,0.0,164700.0,511.490683,ADDITION,N/A,FINANCE,13F,03/31/2021,N/A
9095,DHT HOLDINGS INC,DHT,CALL,110300.0,654000.0,0.000160177,0.0,84500.0,327.51938,ADDITION,N/A,ENERGY,13F,03/31/2021,N/A
9096,NEWS INC. CLASS A,NWSA,PUT,25700.0,654000.0,0.000160177,N/A,25700.0,N/A,NEW,N/A,COMMUNICATIONS,13F,03/31/2021,N/A
9097,GREEN PLAINS PARTNERS LP,GPP,PUT,53100.0,654000.0,0.000160177,0.0,38600.0,266.206897,ADDITION,N/A,ENERGY,13F,03/31/2021,N/A
9098,UNION ACQUISITION CORP. II,LATN,N/A,65096.0,654000.0,0.000160177,N/A,65096.0,N/A,NEW,0.2603840,FINANCE,13F,03/31/2021,10.05
9099,RESOURCES CONNECTION INC,RGP,PUT,48200.0,653000.0,0.000159932,0.0005,-89500.0,-64.996369,REDUCTION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
9100,INVESCO KBW PROPERTY & CASUALTY INSURANC,KBWP,N/A,8756.0,653000.0,0.000159932,0.0001,5686.0,185.211726,ADDITION,NO DATA,FINANCE,13F,03/31/2021,68.2575
9101,GOLDMAN SACHS MARKETBETA INTERNATIONAL EQUITY ETF,GSID,N/A,12039.0,653000.0,0.000159932,0.0016,-103576.0,-89.586991,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,47.56
9102,GRAPHIC PACKAGING HOLDING COMPANY,GPK,PUT,35900.0,652000.0,0.000159687,N/A,35900.0,N/A,NEW,N/A,MATERIALS,13F,03/31/2021,N/A
9103,ACTINIUM PHARMACEUTICALS INC,ATNM,CALL,85600.0,652000.0,0.000159687,0.0003,-52600.0,-38.060781,REDUCTION,N/A,HEALTH CARE,13F,03/31/2021,N/A
9104,WAITR HOLDINGS INC,WTRH,PUT,222600.0,652000.0,0.000159687,0.0001,18000.0,8.797654,ADDITION,N/A,FINANCE,13F,03/31/2021,N/A
9105,NUSTAR ENERGY UNIT,NS,PUT,38100.0,651000.0,0.000159442,0.0001,100.0,0.263158,ADDITION,N/A,ENERGY,13F,03/31/2021,N/A
9106,GREEN BRICK PARTNERS INC,GRBK,PUT,28700.0,651000.0,0.000159442,0.0003,-14300.0,-33.255814,REDUCTION,N/A,MATERIALS,13F,03/31/2021,N/A
9107,OCULAR THERAPEUTIX INC,OCUL,CALL,39700.0,651000.0,0.000159442,0.0002,8900.0,28.896104,ADDITION,N/A,HEALTH CARE,13F,03/31/2021,N/A
9108,DIGI INTERNATIONAL  INC.,DGII,N/A,34205.0,650000.0,0.000159198,N/A,34205.0,N/A,NEW,0.1151323,INFORMATION TECHNOLOGY,13F,03/31/2021,18.99
9109,RLJ LODGING TRUST,RLJ,CALL,42000.0,650000.0,0.000159198,0.0001,9500.0,29.230769,ADDITION,N/A,REAL ESTATE,13F,03/31/2021,N/A
9110,ACHILLES THERAPEUTICS PLC,ACHL,N/A,39253.0,650000.0,0.000159198,N/A,39253.0,N/A,NEW,NO DATA, ,13F,03/31/2021,16.55
9111,MSC INDUSTRIAL DIRECT  INC.,MSM,PUT,7200.0,649000.0,0.000158953,0.0002,-3500.0,-32.71028,REDUCTION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
9112,INVESCO DWA MOMENTUM ETF,PDP,N/A,7613.0,649000.0,0.000158953,0.0008,-25300.0,-76.869322,REDUCTION,NO DATA,INFORMATION TECHNOLOGY,13F,03/31/2021,87.75
9113,URSTADT BIDDLE PROPERTIES  INC. CLASS A,UBA,CALL,38900.0,648000.0,0.000158708,0.0001,18200.0,87.922705,ADDITION,N/A,REAL ESTATE,13F,03/31/2021,N/A
9114,MICROVISION INC.,MVIS,N/A,34954.0,648000.0,0.000158708,0.0004,-228997.0,-86.757391,REDUCTION,0.0222174,INDUSTRIALS,13F,03/31/2021,4.8
9115,STANDEX INTERNATIONAL CORP.,SXI,N/A,6780.0,648000.0,0.000158708,0.0004,-15367.0,-69.386373,REDUCTION,0.0548689,INDUSTRIALS,13F,03/31/2021,73.47
9116,FS KKR CAPITAL CORP. II,FSKR,CALL,33200.0,648000.0,0.000158708,N/A,33200.0,N/A,NEW,N/A,FINANCE,13F,03/31/2021,N/A
9117,WISDOMTREE INTERNATIONAL EQUITY FUND,DWM,N/A,12307.0,647000.0,0.000158463,0.0007,-37637.0,-75.358401,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,46.61
9118,FIVE POINT HOLDINGS LLC,FPH,N/A,85646.0,647000.0,0.000158463,0.0001,-3559.0,-3.989687,REDUCTION,0.1245609,REAL ESTATE,13F,03/31/2021,5.58
9119,ADAPTHEALTH CORP,AHCO,PUT,17600.0,647000.0,0.000158463,0.0001,11400.0,183.870968,ADDITION,N/A,FINANCE,13F,03/31/2021,N/A
9120,SPDR DOUBLELINE SHORT DURATION TOTAL RETURN TACTICAL ETF,STOT,N/A,13016.0,646000.0,0.000158218,0.001,-66760.0,-83.684316,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,49.61
9121,TRIMTABS DONOGHUE FORLINES RISK MANAGED INNOVATION ETF,DFNV,N/A,24567.0,645000.0,0.000157973,N/A,24567.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,26.256
9122,INTELLICHECK INC,IDN,PUT,76800.0,644000.0,0.000157728,0.0001,56000.0,269.230769,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
9123,CLEARWAY ENERGY INC,CWEN,CALL,22900.0,644000.0,0.000157728,0.0005,-33600.0,-59.469027,REDUCTION,N/A,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2021,N/A
9124,LANDEC CORP.,LNDC,N/A,60628.0,643000.0,0.000157483,0.0002,1833.0,3.117612,ADDITION,0.2067581,MATERIALS,13F,03/31/2021,10.8424
9125,VERMILLION ENERGY  INC.,VET,PUT,88300.0,643000.0,0.000157483,0.0,52000.0,143.250689,ADDITION,N/A,ENERGY,13F,03/31/2021,N/A
9126,TELLURIAN INC,TELL,CALL,274200.0,642000.0,0.000157238,0.0001,-140900.0,-33.943628,REDUCTION,N/A,ENERGY,13F,03/31/2021,N/A
9127,SINO-GLBL SHIPPING AMERICA LTD,SINO,CALL,99100.0,642000.0,0.000157238,N/A,99100.0,N/A,NEW,N/A,TRANSPORTS,13F,03/31/2021,N/A
9128,EVOGENE LTD,EVGN,CALL,127400.0,642000.0,0.000157238,N/A,127400.0,N/A,NEW,N/A,HEALTH CARE,13F,03/31/2021,N/A
9129,PENN VIRGINIA CORP,PVAC,CALL,47900.0,642000.0,0.000157238,0.0002,-20400.0,-29.868228,REDUCTION,N/A,ENERGY,13F,03/31/2021,N/A
9130,WRAP TECHNOLOGIES INC,WRAP,PUT,115500.0,642000.0,0.000157238,0.0002,-21200.0,-15.508413,REDUCTION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
9131,YPF S.A. ADR,YPF,N/A,155663.0,640000.0,0.000156748,N/A,155663.0,N/A,NEW,0.0395826,ENERGY,13F,03/31/2021,4.11
9132,FIRST TRUST DJ STOXX SELECT DIVIDEND 30 INDEX FUND,FDD,N/A,45350.0,640000.0,0.000156748,0.0001,26229.0,137.173788,ADDITION,NO DATA,FINANCE,13F,03/31/2021,12.4799
9133,PREMIER INC,PINC,PUT,18900.0,640000.0,0.000156748,0.0004,-24900.0,-56.849315,REDUCTION,N/A,HEALTH CARE,13F,03/31/2021,N/A
9134,GRANITE POINT MORTGAGE TRUST INC,GPMT,CALL,53500.0,640000.0,0.000156748,0.0001,26200.0,95.970696,ADDITION,N/A,FINANCE,13F,03/31/2021,N/A
9135,OPTION CARE HEALTH INC. (BIOSCRIP),OPCH,PUT,36000.0,639000.0,0.000156503,0.0001,1300.0,3.746398,ADDITION,N/A,HEALTH CARE,13F,03/31/2021,N/A
9136,ONESPAN INC,OSPN,PUT,26100.0,639000.0,0.000156503,0.0004,-54800.0,-67.737948,REDUCTION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
9137,INVESCO DYNAMIC LEISURE AND ENTERTAINMEN,PEJ,PUT,13900.0,639000.0,0.000156503,N/A,13900.0,N/A,NEW,NO DATA,COMMUNICATIONS,13F,03/31/2021,N/A
9138,RESOLUTE FOREST PRODUCTS INC,RFP,PUT,58400.0,639000.0,0.000156503,0.0,43200.0,284.210526,ADDITION,N/A,MATERIALS,13F,03/31/2021,N/A
9139,DELUXE CORP.,DLX,PUT,15200.0,638000.0,0.000156259,0.0001,-1700.0,-10.059172,REDUCTION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
9140,ALBIREO PHARMA INC,ALBO,CALL,18100.0,638000.0,0.000156259,0.0002,-3700.0,-16.972477,REDUCTION,N/A,HEALTH CARE,13F,03/31/2021,N/A
9141,PROSHARES ULTRASHORT SEMICONDUCTORS ETF,SSG,N/A,15690.0,638000.0,0.000156259,0.0002,408.0,2.669808,ADDITION,NO DATA,INFORMATION TECHNOLOGY,13F,03/31/2021,14.6246
9142,AMERICA MOVIL S.A.B. DE C.V. ADS,AMX,CALL,46900.0,637000.0,0.000156014,0.0002,500.0,1.077586,ADDITION,N/A,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2021,N/A
9143,PONTEM CORP,PNTM.WS,N/A,848359.0,637000.0,0.000156014,N/A,848359.0,N/A,NEW,N/A, ,13F,03/31/2021,N/A
9144,NORDSON CORPORATION,NDSN,CALL,3200.0,636000.0,0.000155769,0.0004,-4500.0,-58.441558,REDUCTION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
9145,GLOBALSTAR INC,GSAT,CALL,471100.0,636000.0,0.000155769,0.0,433500.0,1152.925532,ADDITION,N/A,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2021,N/A
9146,ONE LIBERTY PROPERTIES  INC.,OLP,N/A,28571.0,636000.0,0.000155769,N/A,28571.0,N/A,NEW,0.1378088,REAL ESTATE,13F,03/31/2021,22.27
9147,IQ SHARES TRUST ARB GLOBAL RESOURCES ETF,GRES,N/A,23019.0,636000.0,0.000155769,0.0002,-815.0,-3.419485,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,25.77
9148,PRIMERICA INC,PRI,PUT,4300.0,636000.0,0.000155769,0.0001,2700.0,168.75,ADDITION,N/A,FINANCE,13F,03/31/2021,N/A
